2488,2269,MKTG-1018
2487,2269,MKTG-1018
2486,2269,MKTG-1018
1172,11223,ANTH-320
2499,2269,MKTG-1018
1166,8758,ANTH-0040
13881,2197,GEOL-125
1184,11223,COMM-5000
1180,12848,SOCI-536
12559,1628,CHEM-011
13884,3842,PHIL-3330
12553,6970,ECON-003
11221,2624,RELS-5170
13885,821,CSE-131
12551,2197,GEOL-515
11223,9527,ANTH-4010
13882,6788,BIOL-5825
12552,270,MATH-1700
11222,1080,COMM-4110
12558,1297,GREK-430
13886,7386,MGMT-1010
12556,6970,ECON-003
12561,1737,INTG-0002
13890,1771,CIS-5300
1194,1276,COML-9950
11239,1765,SOCI-041
9908,592,PHYS-0102
1189,11223,COMM-2100
12564,592,PHYS-0150
9902,277,MATH-5020
13895,7782,RELS-101
12562,8652,ENGL-1650
12563,808,ESE-310
13894,1599,BIOL-402
12568,270,MATH-2400
12566,1557,FREN-0300
9920,275,MATH-3610
11207,1719,PHRM-899
11206,11988,BE-3090
13868,474,MATH-110
12537,7440,LGST-2910
11209,9230,EALC-4030
12538,7386,MGMT-1010
11208,11207,CHEM-495
13862,1557,FREN-0300
9914,270,MATH-1410
11201,327,CAMB-899
12530,2212,MKTG-2110
11200,1739,CAMB-699
13861,14371,PHIL-009
11203,8964,GCB-8990
12535,1557,FREN-0300
11202,327,CAMB-899
12536,1297,LATN-0400
11205,8179,MSE-8990
9915,270,MATH-2400
8600,8597,STAT-1110
9931,270,MATH-3600
8601,8597,STAT-1110
13870,1581,LING-0600
11218,8964,GCB-8990
11217,8964,GCB-8990
12548,455,PHIL-1450
300,8632,AMCS-9990
11219,1276,CLST-1700
301,8181,MATH-8100
302,276,MATH-1300
303,592,MATH-2410
304,270,MATH-2400
305,9908,MATH-1400
9924,270,MATH-2400
13873,3683,PSYC-0001
12542,821,CSE-110
306,9908,MATH-1400
13874,12332,PSYC-4462
307,592,MATH-2410
9922,457,MATH-6080
11212,47,CIS-1210
11211,817,CIS-8990
308,9908,MATH-1400
9923,474,MATH-3710
12541,1557,FREN-0400
13872,1557,FREN-0400
13877,592,MEAM-5350
309,270,MATH-1410
11214,47,CIS-1210
9929,592,MATH-2410
11213,794,ESE-3190
11216,817,CIS-8990
9926,277,MATH-5140
13875,10575,ENGL-0160
11215,817,CIS-8990
13876,270,MATH-2400
12545,10575,ENGL-0160
8611,8597,STAT-1110
8612,8597,STAT-1110
9940,590,MEAM-3470
8610,8597,STAT-1110
13848,7005,ECON-0200
12517,2522,MKTG-7120
12518,1276,CLST-1700
13849,1297,LATN-0400
310,270,MATH-1410
12515,3861,WRIT-0930
311,9908,MATH-1400
12516,2522,MKTG-7120
13847,1557,FREN-0400
312,9908,MATH-1400
313,9908,MATH-1400
314,592,MATH-2410
12519,1011,ECON-2310
315,270,MATH-1410
8604,8597,STAT-1110
316,9908,MATH-1400
9935,275,MATH-3700
13840,3842,PHIL-3330
8605,8597,STAT-1110
317,270,MATH-1410
9936,270,MATH-2400
13841,1698,GCB-567
12510,1368,HIST-4997
8602,8597,STAT-1110
9933,270,MATH-3600
318,276,MATH-1300
8603,8597,STAT-1110
319,9908,MATH-1400
9934,275,MATH-3610
8608,8597,STAT-1110
12513,7386,MGMT-1010
8609,592,STAT-5100
12514,8597,STAT-1110
8606,592,STAT-5100
9937,277,MATH-5020
12511,1368,HIST-4998
8607,8597,STAT-1110
9938,276,MATH-5080
12512,1297,RELS-136
8622,8597,STAT-1110
8623,592,STAT-5100
8620,6708,STAT-4220
8621,8597,STAT-1110
320,9908,MATH-1400
12529,843,ECON-2100
321,270,MATH-3600
13857,821,CSE-110
322,275,MATH-115
13858,1557,FREN-0300
323,9908,MATH-1400
324,9908,MATH-1400
325,8181,MATH-8100
326,275,MATH-4100
327,8179,PHYS-0101
8615,8597,STAT-1110
12521,8179,PHYS-0101
8616,8597,STAT-1110
328,9908,MATH-1400
9947,11096,MGEC-6120
8613,8597,STAT-1110
9944,588,MEAM-5190
329,276,MATH-1300
8614,8597,STAT-1110
13850,275,MATH-4100
8619,8632,AMCS-9999
13856,3681,BIOL-1102
8617,8597,STAT-1110
9948,11096,MGEC-6120
12522,1011,CHIN-0200
13854,592,MATH-2410
8618,8597,STAT-1110
12523,7386,MGMT-1010
9949,11096,MGEC-6120
8630,8597,STAT-1110
16098,7386,MGMT-1010
9961,12513,ASLD-5999
8633,592,STAT-5100
7301,2569,MGMT-2300
9964,7440,MGMT-8990
8634,8597,STAT-1110
8631,3912,STAT-1120
9962,13127,MGMT-2230
8632,592,STAT-5100
7302,12513,MGMT-8040
16091,8597,STAT-1110
16090,2269,MKTG-1018
16092,2649,PSCI-0601
330,276,MATH-1300
331,9908,MATH-1400
332,9908,MATH-1400
13824,7005,ECON-0200
333,9908,MATH-1400
13825,1297,CLST-009
334,9908,MATH-1400
335,270,MATH-1410
336,270,MATH-1410
337,592,MATH-2410
13829,3681,BIOL-202
8626,8632,AMCS-9999
338,270,MATH-1700
8627,8633,STAT-1010
339,9908,MATH-1400
9958,7386,MGMT-1010
8624,8597,STAT-1110
8625,6708,STAT-7050
13823,7005,ECON-0200
8628,8597,STAT-1110
8629,8597,STAT-1110
13821,7386,MGMT-1010
8640,8179,NANO-5970
